Gene name	Gene ID	Transcript ID	CCDS ID	APPRIS Annotation	MANE
MRTFB	57496	NM_001308142.2	CCDS76823.1	PRINCIPAL:4	MANE Select
ZNF668	79759	NM_024706.5	CCDS10701.1	PRINCIPAL:1	MANE Select
DBNDD1	79007	NM_001042610.3	CCDS42223.1	PRINCIPAL:1	MANE Select
FA2H	79152	NM_024306.5	CCDS10911.1	PRINCIPAL:1	MANE Select
C16orf82	162083	NM_001145545.2	-	PRINCIPAL:1	MANE Select
C16orf95	100506581	NM_001195124.3	CCDS58491.1	PRINCIPAL:1	MANE Select
AHSP	51327	NM_016633.4	CCDS10716.1	PRINCIPAL:1	MANE Select
TBC1D10B	26000	NM_015527.4	CCDS10676.2	PRINCIPAL:1	MANE Select
NLRC5	84166	NM_001384950.1	-	PRINCIPAL:2	MANE Select
RBL2	5934	NM_005611.4	CCDS10748.1	PRINCIPAL:1	MANE Select
SNN	8303	NM_003498.6	CCDS10549.1	PRINCIPAL:1	MANE Select
BMERB1	89927	NM_033201.3	CCDS10561.1	PRINCIPAL:1	MANE Select
VKORC1	79001	NM_024006.6	CCDS10703.1	PRINCIPAL:1	MANE Select
CTRB1	1504	NM_001906.6	CCDS32490.1	PRINCIPAL:1	MANE Select
OSGIN1	29948	NM_182981.3	CCDS10939.1	PRINCIPAL:1	MANE Select
SLC6A2	6530	NM_001172501.3	CCDS10754.1	PRINCIPAL:1	MANE Select
RHOT2	89941	NM_138769.3	CCDS10417.1	PRINCIPAL:4	MANE Select
CES2	8824	NM_001365405.1	-	PRINCIPAL:1	MANE Select
TIGD7	91151	NM_033208.4	CCDS10500.1	PRINCIPAL:1	MANE Select
AMDHD2	51005	NM_001330449.2	CCDS81936.1	PRINCIPAL:1	MANE Select
DHODH	1723	NM_001361.5	CCDS42192.1	PRINCIPAL:1	MANE Select
CX3CL1	6376	NM_002996.6	CCDS10779.1	PRINCIPAL:1	MANE Select
DOC2A	8448	NM_003586.3	CCDS10666.1	PRINCIPAL:1	MANE Select
CLEC18A	348174	NM_001370523.4	-	PRINCIPAL:1	MANE Select
ADAD2	161931	NM_001145400.2	CCDS45536.1	PRINCIPAL:1	MANE Select
CTRB2	440387	NM_001025200.4	CCDS32489.1	PRINCIPAL:1	MANE Select
FAM234A	83986	NM_032039.4	CCDS10402.1	PRINCIPAL:1	MANE Select
CFDP1	10428	NM_006324.3	CCDS10916.1	PRINCIPAL:1	MANE Select
ABCC6	368	NM_001171.6	CCDS10568.1	PRINCIPAL:1	MANE Select
WDR24	84219	NM_032259.4	CCDS10420.1	PRINCIPAL:1	MANE Select
ROGDI	79641	NM_024589.3	CCDS10523.1	PRINCIPAL:4	MANE Select
NUDT7	283927	NM_001105663.3	CCDS42195.1	PRINCIPAL:1	MANE Select
HCFC1R1	54985	NM_017885.4	CCDS10490.1	PRINCIPAL:1	MANE Select
TPSD1	23430	NM_012217.3	CCDS10432.1	PRINCIPAL:1	MANE Select
MARVELD3	91862	NM_052858.6	CCDS10904.1	PRINCIPAL:2	MANE Select
ARHGAP17	55114	NM_001006634.3	CCDS32409.1	PRINCIPAL:4	MANE Select
MT1H	4496	NM_005951.2	CCDS10767.1	PRINCIPAL:1	MANE Select
SOX8	30812	NM_014587.5	CCDS10428.1	PRINCIPAL:1	MANE Select
EME2	197342	NM_001257370.2	CCDS58404.1	PRINCIPAL:1	MANE Select
COQ7	10229	NM_016138.5	CCDS10574.1	PRINCIPAL:1	MANE Select
NOXO1	124056	NM_172167.3	CCDS10455.1	PRINCIPAL:4	MANE Select
CHTF18	63922	NM_022092.3	CCDS45371.1	PRINCIPAL:2	MANE Select
GABARAPL2	11345	NM_007285.7	CCDS10921.1	PRINCIPAL:1	MANE Select
TMEM231	79583	NM_001077418.3	CCDS45530.1	PRINCIPAL:1	MANE Select
CIAO2B	51647	NM_016062.4	CCDS45506.1	PRINCIPAL:1	MANE Select
SBK1	388228	NM_001024401.3	CCDS32416.1	PRINCIPAL:1	MANE Select
SCNN1B	6338	NM_000336.3	CCDS10609.1	PRINCIPAL:1	MANE Select
CD2BP2	10421	NM_006110.3	CCDS10675.1	PRINCIPAL:1	MANE Select
CORO7	79585	NM_024535.5	CCDS10513.1	PRINCIPAL:1	MANE Select
ITGAM	3684	NM_000632.4	CCDS45470.1	PRINCIPAL:4	MANE Select
PDPK1	5170	NM_002613.5	CCDS10472.1	PRINCIPAL:1	MANE Select
FBXO31	79791	NM_024735.5	CCDS32501.1	PRINCIPAL:1	MANE Select
CEP20	123811	NM_144600.4	CCDS10567.1	PRINCIPAL:1	MANE Select
ACSM1	116285	NM_001318890.3	CCDS10587.1	PRINCIPAL:1	MANE Select
JPH3	57338	NM_020655.4	CCDS10962.1	PRINCIPAL:1	MANE Select
ORC6	23594	NM_014321.4	CCDS10722.1	PRINCIPAL:1	MANE Select
BAIAP3	8938	NM_001199097.2	CCDS55978.1	PRINCIPAL:1	MANE Select
PAQR4	124222	NM_152341.5	CCDS10485.1	PRINCIPAL:1	MANE Select
N4BP1	9683	NM_153029.4	CCDS45479.1	PRINCIPAL:1	MANE Select
RABEP2	79874	NM_024816.3	CCDS42140.1	PRINCIPAL:1	MANE Select
AQP8	343	NM_001169.3	CCDS10626.1	PRINCIPAL:2	MANE Select
TRADD	8717	NM_003789.4	CCDS10829.1	PRINCIPAL:1	MANE Select
ITPRIPL2	162073	NM_001034841.4	CCDS32395.1	PRINCIPAL:1	MANE Select
RGS11	8786	NM_183337.3	CCDS42088.1	PRINCIPAL:2	MANE Select
NECAB2	54550	NM_019065.3	CCDS10940.1	PRINCIPAL:1	MANE Select
MON1B	22879	NM_014940.4	CCDS10925.1	PRINCIPAL:1	MANE Select
TMEM170A	124491	NM_145254.3	CCDS10917.1	PRINCIPAL:1	MANE Select
TLCD3B	83723	NM_031478.6	CCDS10667.2	PRINCIPAL:1	MANE Select
HSBP1	3281	NM_001537.4	CCDS45534.1	PRINCIPAL:1	MANE Select
PRM3	58531	NM_021247.3	CCDS76821.1	PRINCIPAL:1	MANE Select
MC1R	4157	NM_002386.4	CCDS56011.1	PRINCIPAL:1	MANE Select
PSMB10	5699	NM_002801.4	CCDS10853.1	PRINCIPAL:1	MANE Select
STX4	6810	NM_004604.5	CCDS10700.1	PRINCIPAL:1	MANE Select
VPS9D1	9605	NM_004913.3	CCDS42220.1	PRINCIPAL:2	MANE Select
ZNF689	115509	NM_138447.3	CCDS10686.1	PRINCIPAL:1	MANE Select
CDH11	1009	NM_001797.4	CCDS10803.1	PRINCIPAL:1	MANE Select
SETD1A	9739	NM_014712.3	CCDS32435.1	PRINCIPAL:1	MANE Select
SGF29	112869	NM_138414.3	CCDS10635.1	PRINCIPAL:1	MANE Select
CTCF	10664	NM_006565.4	CCDS10841.1	PRINCIPAL:4	MANE Select
ZDHHC1	29800	NM_001323627.2	-	PRINCIPAL:1	MANE Select
TPSG1	25823	NM_012467.4	CCDS10430.1	PRINCIPAL:1	MANE Select
NTN3	4917	NM_006181.3	CCDS10469.1	PRINCIPAL:1	MANE Select
KIF22	3835	NM_007317.3	CCDS10653.1	PRINCIPAL:1	MANE Select
NPIPB15	440348	NM_001306094.2	CCDS76897.1	PRINCIPAL:2	MANE Select
TNFRSF12A	51330	NM_016639.3	CCDS10489.1	PRINCIPAL:1	MANE Select
ATXN1L	342371	NM_001137675.4	CCDS45523.1	PRINCIPAL:1	MANE Select
AMFR	267	NM_001144.6	CCDS10758.1	PRINCIPAL:2	MANE Select
HSD17B2	3294	NM_002153.3	CCDS10936.1	PRINCIPAL:1	MANE Select
HSF4	3299	NM_001374675.1	-	PRINCIPAL:4	MANE Select
NOMO3	408050	NM_001004067.4	CCDS42123.1	PRINCIPAL:1	MANE Select
CREBBP	1387	NM_004380.3	CCDS10509.1	PRINCIPAL:1	MANE Select
C16orf78	123970	NM_144602.4	CCDS10738.1	PRINCIPAL:1	MANE Select
ENKD1	84080	NM_032140.3	CCDS10844.1	PRINCIPAL:1	MANE Select
IFT140	9742	NM_014714.4	CCDS10439.1	PRINCIPAL:2	MANE Select
PDF	64146	NM_022341.2	CCDS10875.1	PRINCIPAL:1	MANE Select
DPEP1	1800	NM_001389466.1	-	PRINCIPAL:1	MANE Select
PRR35	146325	NM_145270.3	CCDS45365.1	PRINCIPAL:1	MANE Select
DNASE1L2	1775	NM_001374.3	CCDS42105.1	PRINCIPAL:1	MANE Select
SNX20	124460	NM_182854.4	CCDS10745.1	PRINCIPAL:1	MANE Select
SLC5A11	115584	NM_001352248.3	CCDS10625.1	PRINCIPAL:1	MANE Select
MLYCD	23417	NM_012213.3	CCDS42206.1	PRINCIPAL:1	MANE Select
KDM8	79831	NM_024773.3	CCDS10627.1	PRINCIPAL:1	MANE Select
EXOC3L1	283849	NM_178516.4	CCDS10832.1	PRINCIPAL:1	MANE Select
MRPL28	10573	NM_006428.5	CCDS32349.1	PRINCIPAL:1	MANE Select
ITGAX	3687	NM_000887.5	CCDS10711.1	PRINCIPAL:2	MANE Select
ZSCAN10	84891	NM_032805.3	CCDS10493.2	PRINCIPAL:1	MANE Select
TAF1C	9013	NM_001243156.2	CCDS58489.1	PRINCIPAL:2	MANE Select
CTRL	1506	NM_001907.3	CCDS10852.1	PRINCIPAL:1	MANE Select
NPIPB8	728734	NM_001310136.2	CCDS81963.1	PRINCIPAL:1	MANE Select
TOX3	27324	NM_001080430.4	CCDS54009.1	PRINCIPAL:2	MANE Select
MT1A	4489	NM_005946.3	CCDS32454.1	PRINCIPAL:1	MANE Select
CDH1	999	NM_004360.5	CCDS10869.1	PRINCIPAL:1	MANE Select
UQCRC2	7385	NM_003366.4	CCDS10601.1	PRINCIPAL:1	MANE Select
CYBA	1535	NM_000101.4	CCDS32504.1	PRINCIPAL:1	MANE Select
MBTPS1	8720	NM_003791.4	CCDS10941.1	PRINCIPAL:1	MANE Select
DDX19A	55308	NM_018332.5	CCDS10889.1	PRINCIPAL:1	MANE Select
FOXC2	2303	NM_005251.3	CCDS10958.1	PRINCIPAL:1	MANE Select
APRT	353	NM_000485.3	CCDS32511.1	PRINCIPAL:1	MANE Select
PLLP	51090	NM_015993.3	CCDS10777.1	PRINCIPAL:1	MANE Select
MLKL	197259	NM_152649.4	CCDS32487.1	PRINCIPAL:1	MANE Select
ZNF768	79724	NM_024671.4	CCDS10681.2	PRINCIPAL:2	MANE Select
BOLA2	552900	NM_001031827.3	CCDS32426.1	PRINCIPAL:1	MANE Select
USP31	57478	NM_020718.4	CCDS10607.1	PRINCIPAL:1	MANE Select
ACD	65057	NM_001082486.2	CCDS42181.1	PRINCIPAL:1	MANE Select
TUBB3	10381	NM_006086.4	CCDS10988.1	PRINCIPAL:1	MANE Select
RAB26	25837	NM_014353.5	CCDS10460.1	PRINCIPAL:1	MANE Select
PLA2G15	23659	NM_012320.4	CCDS10864.1	PRINCIPAL:1	MANE Select
SLC9A5	6553	NM_004594.3	CCDS42178.1	PRINCIPAL:2	MANE Select
TPSAB1	7177	NM_003294.4	CCDS10431.1	PRINCIPAL:1	MANE Select
IGSF6	10261	NM_005849.4	CCDS10599.1	PRINCIPAL:1	MANE Select
NPIPB5	100132247	NM_001395849.1	-	PRINCIPAL:1	MANE Select
NTHL1	4913	NM_002528.7	CCDS10457.1	PRINCIPAL:1	MANE Select
PRDM7	11105	NM_001098173.2	CCDS45557.1	PRINCIPAL:1	MANE Select
ERCC4	2072	NM_005236.3	CCDS32390.1	PRINCIPAL:1	MANE Select
VPS35L	57020	NM_020314.7	CCDS32397.2	PRINCIPAL:1	MANE Select
USP7	7874	NM_003470.3	CCDS32385.1	PRINCIPAL:1	MANE Select
CHST4	10164	NM_001166395.2	CCDS10902.1	PRINCIPAL:1	MANE Select
PRSS21	10942	NM_006799.4	CCDS10478.1	PRINCIPAL:4	MANE Select
TMEM114	283953	NM_001146336.2	CCDS73825.1	PRINCIPAL:1	MANE Select
SEC14L5	9717	NM_014692.2	CCDS45403.1	PRINCIPAL:1	MANE Select
BCL7C	9274	NM_004765.4	CCDS10693.1	PRINCIPAL:2	MANE Select
DDX28	55794	NM_018380.4	CCDS10858.1	PRINCIPAL:1	MANE Select
KIAA0895L	653319	NM_001040715.2	CCDS42177.1	PRINCIPAL:1	MANE Select
ERN2	10595	NM_033266.4	CCDS32407.2	PRINCIPAL:2	MANE Select
BOLA2B	654483	NM_001039182.4	CCDS32430.1	PRINCIPAL:1	MANE Select
NAA60	79903	NM_001083601.3	CCDS45396.1	PRINCIPAL:1	MANE Select
NSMCE1	197370	NM_145080.4	CCDS10628.2	PRINCIPAL:1	MANE Select
ZNRF1	84937	NM_032268.5	CCDS10912.1	PRINCIPAL:1	MANE Select
ANTKMT	65990	NM_023933.3	CCDS10423.1	PRINCIPAL:1	MANE Select
THOC6	79228	NM_024339.5	CCDS10491.1	PRINCIPAL:1	MANE Select
SDR42E1	93517	NM_145168.3	CCDS42205.1	PRINCIPAL:1	MANE Select
CDH3	1001	NM_001793.6	CCDS10868.1	PRINCIPAL:2	MANE Select
FBXL16	146330	NM_153350.4	CCDS10421.1	PRINCIPAL:1	MANE Select
MYH11	4629	NM_002474.3	CCDS10565.1	PRINCIPAL:4	MANE Select
MT3	4504	NM_005954.4	CCDS10762.1	PRINCIPAL:1	MANE Select
TFAP4	7023	NM_003223.3	CCDS10510.1	PRINCIPAL:1	MANE Select
KATNB1	10300	NM_005886.3	CCDS10788.1	PRINCIPAL:1	MANE Select
SLC7A6	9057	NM_003983.6	CCDS32470.1	PRINCIPAL:1	MANE Select
ABAT	18	NM_020686.6	CCDS10534.1	PRINCIPAL:1	MANE Select
SNRNP25	79622	NM_024571.4	CCDS10396.1	PRINCIPAL:1	MANE Select
TUFM	7284	NM_003321.5	CCDS10642.1	PRINCIPAL:1	MANE Select
CPHXL2	112268164	NM_001395862.1	-	PRINCIPAL:1	MANE Select
REXO5	81691	NM_030941.3	CCDS10591.1	PRINCIPAL:1	MANE Select
SEPHS2	22928	NM_012248.4	CCDS42150.1	PRINCIPAL:1	MANE Select
TMEM219	124446	NM_001083613.2	CCDS42145.1	PRINCIPAL:2	MANE Select
ARL2BP	23568	NM_012106.4	CCDS10776.1	PRINCIPAL:1	MANE Select
SHISA9	729993	NM_001145204.3	CCDS45417.2	PRINCIPAL:4	MANE Select
CBFB	865	NM_022845.3	CCDS45508.1	PRINCIPAL:1	MANE Select
NUPR1	26471	NM_012385.3	CCDS10634.1	PRINCIPAL:1	MANE Select
MYL11	29895	NM_013292.5	CCDS10677.1	PRINCIPAL:1	MANE Select
MPV17L	255027	NM_001128423.2	CCDS45421.1	PRINCIPAL:1	MANE Select
GLYR1	84656	NM_032569.4	CCDS10524.1	PRINCIPAL:1	MANE Select
NUP93	9688	NM_014669.5	CCDS10769.1	PRINCIPAL:1	MANE Select
ATP6V0D1	9114	NM_004691.5	CCDS10838.1	PRINCIPAL:1	MANE Select
RPUSD1	113000	NM_058192.3	CCDS10426.1	PRINCIPAL:1	MANE Select
PGAP6	58986	NM_021259.3	CCDS10407.1	PRINCIPAL:2	MANE Select
CHST5	23563	NM_024533.5	CCDS10919.1	PRINCIPAL:1	MANE Select
FBXL19	54620	NM_001382779.1	-	PRINCIPAL:1	MANE Select
TXNDC11	51061	NM_015914.7	CCDS32387.1	PRINCIPAL:4	MANE Select
TERF2IP	54386	NM_018975.4	CCDS32491.1	PRINCIPAL:1	MANE Select
POLR2C	5432	NM_032940.3	CCDS10782.1	PRINCIPAL:1	MANE Select
ZNF821	55565	NM_001201552.2	CCDS56006.1	PRINCIPAL:2	MANE Select
NME3	4832	NM_002513.3	CCDS10443.1	PRINCIPAL:1	MANE Select
SYNGR3	9143	NM_004209.6	CCDS10456.1	PRINCIPAL:1	MANE Select
PLCG2	5336	NM_002661.5	CCDS42204.1	PRINCIPAL:1	MANE Select
THAP11	57215	NM_020457.3	CCDS10847.1	PRINCIPAL:1	MANE Select
VPS4A	27183	NM_013245.3	CCDS45517.1	PRINCIPAL:1	MANE Select
LMF1	64788	NM_022773.4	CCDS45373.1	PRINCIPAL:1	MANE Select
RFWD3	55159	NM_018124.4	CCDS32486.1	PRINCIPAL:2	MANE Select
ADCY9	115	NM_001116.4	CCDS32382.1	PRINCIPAL:1	MANE Select
SPN	6693	NM_003123.6	CCDS10650.1	PRINCIPAL:1	MANE Select
PMFBP1	83449	NM_031293.3	CCDS32483.1	PRINCIPAL:2	MANE Select
NUTF2	10204	NM_005796.3	CCDS10848.1	PRINCIPAL:1	MANE Select
PSMD7	5713	NM_002811.5	CCDS10910.1	PRINCIPAL:1	MANE Select
FOXF1	2294	NM_001451.3	CCDS10957.2	PRINCIPAL:1	MANE Select
TRAF7	84231	NM_032271.3	CCDS10461.1	PRINCIPAL:4	MANE Select
CNOT1	23019	NM_016284.5	CCDS10799.1	PRINCIPAL:4	MANE Select
CDK10	8558	NM_052988.5	CCDS10984.2	PRINCIPAL:1	MANE Select
CLUAP1	23059	NM_015041.3	CCDS32381.1	PRINCIPAL:1	MANE Select
TSNAXIP1	55815	NM_001288990.3	CCDS73903.1	PRINCIPAL:1	MANE Select
DNASE1	1773	NM_005223.4	CCDS10507.1	PRINCIPAL:1	MANE Select
NRN1L	123904	NM_198443.2	CCDS10850.1	PRINCIPAL:1	MANE Select
IL17C	27189	NM_013278.4	CCDS42217.1	PRINCIPAL:1	MANE Select
RIPOR1	79567	NM_024519.4	CCDS10840.1	PRINCIPAL:4	MANE Select
MCRIP2	84331	NM_138418.4	CCDS10415.1	PRINCIPAL:1	MANE Select
GPR139	124274	NM_001002911.4	CCDS32398.1	PRINCIPAL:1	MANE Select
UMOD	7369	NM_003361.4	CCDS10583.1	PRINCIPAL:2	MANE Select
CRISPLD2	83716	NM_031476.4	CCDS10949.1	PRINCIPAL:1	MANE Select
NFATC2IP	84901	NM_032815.4	CCDS10645.1	PRINCIPAL:2	MANE Select
PRM1	5619	NM_002761.3	CCDS10547.1	PRINCIPAL:1	MANE Select
BEAN1	146227	NM_001178020.3	CCDS54015.1	PRINCIPAL:1	MANE Select
JPT2	90861	NM_144570.3	CCDS10441.1	PRINCIPAL:1	MANE Select
GSG1L	146395	NM_001109763.2	CCDS45450.1	PRINCIPAL:1	MANE Select
CDH13	1012	NM_001257.5	CCDS58486.1	PRINCIPAL:1	MANE Select
MVD	4597	NM_002461.3	CCDS10968.1	PRINCIPAL:1	MANE Select
GDPD3	79153	NM_024307.3	CCDS10671.2	PRINCIPAL:1	MANE Select
SF3B3	23450	NM_012426.5	CCDS10894.1	PRINCIPAL:1	MANE Select
GP2	2813	NM_001502.4	CCDS10582.2	PRINCIPAL:2	MANE Select
MSLN	10232	NM_005823.6	CCDS45370.1	PRINCIPAL:2	MANE Select
ZNF319	57567	NM_020807.3	CCDS32462.1	PRINCIPAL:1	MANE Select
NPIPA7	101059938	NM_001282507.2	CCDS61864.1	PRINCIPAL:1	MANE Select
THUMPD1	55623	NM_017736.5	CCDS10588.1	PRINCIPAL:1	MANE Select
HSDL1	83693	NM_031463.5	CCDS10942.1	PRINCIPAL:1	MANE Select
EXOSC6	118460	NM_058219.3	CCDS10887.1	PRINCIPAL:1	MANE Select
UBALD1	124402	NM_145253.3	CCDS10518.1	PRINCIPAL:1	MANE Select
MT1X	4501	NM_005952.4	CCDS10768.1	PRINCIPAL:1	MANE Select
ZNF771	51333	NM_001142305.2	CCDS45460.1	PRINCIPAL:1	MANE Select
ANKS3	124401	NM_133450.4	CCDS10520.1	PRINCIPAL:1	MANE Select
OGFOD1	55239	NM_018233.4	CCDS10761.2	PRINCIPAL:2	MANE Select
LRRC36	55282	NM_018296.6	CCDS32467.1	PRINCIPAL:1	MANE Select
MMP25	64386	NM_022468.5	CCDS10492.1	PRINCIPAL:1	MANE Select
PSME3IP1	80011	NM_024946.4	CCDS42168.1	PRINCIPAL:1	MANE Select
ECI1	1632	NM_001919.4	CCDS10464.1	PRINCIPAL:1	MANE Select
APOBR	55911	NM_018690.4	CCDS58442.1	PRINCIPAL:1	MANE Select
GGA2	23062	NM_015044.4	CCDS10611.1	PRINCIPAL:1	MANE Select
TEPP	374739	NM_199456.3	CCDS45496.1	PRINCIPAL:1	MANE Select
DECR2	26063	NM_020664.4	CCDS10409.1	PRINCIPAL:1	MANE Select
SCNN1G	6340	NM_001039.4	CCDS10608.1	PRINCIPAL:1	MANE Select
OTOA	146183	NM_144672.4	CCDS10600.2	PRINCIPAL:2	MANE Select
CMTM3	123920	NM_181553.4	CCDS10815.1	PRINCIPAL:1	MANE Select
GFOD2	81577	NM_030819.4	CCDS10845.1	PRINCIPAL:1	MANE Select
RAB40C	57799	NM_021168.5	CCDS10413.1	PRINCIPAL:1	MANE Select
PGP	283871	NM_001042371.3	CCDS42104.1	PRINCIPAL:1	MANE Select
GLIS2	84662	NM_032575.3	-	PRINCIPAL:1	MANE Select
RRAD	6236	NM_004165.3	CCDS10824.1	PRINCIPAL:1	MANE Select
PDILT	204474	NM_174924.2	CCDS10584.1	PRINCIPAL:1	MANE Select
PYDC1	260434	NM_152901.4	CCDS10710.1	PRINCIPAL:1	MANE Select
GNPTG	84572	NM_032520.5	CCDS10436.1	PRINCIPAL:1	MANE Select
MPG	4350	NM_001015052.3	CCDS32345.1	PRINCIPAL:2	MANE Select
HAS3	3038	NM_001199280.2	CCDS10871.1	PRINCIPAL:1	MANE Select
ZKSCAN2	342357	NM_001012981.5	CCDS32410.1	PRINCIPAL:1	MANE Select
NPIPB11	728888	NM_001310137.5	-	PRINCIPAL:2	MANE Select
POLR3K	51728	NM_016310.5	CCDS10395.1	PRINCIPAL:1	MANE Select
SSTR5	6755	NM_001172560.3	CCDS10429.1	PRINCIPAL:1	MANE Select
CCNF	899	NM_001761.3	CCDS10467.1	PRINCIPAL:1	MANE Select
ADCY7	113	NM_001114.5	CCDS10741.1	PRINCIPAL:2	MANE Select
HS3ST4	9951	NM_006040.3	CCDS53995.1	PRINCIPAL:1	MANE Select
ABCA3	21	NM_001089.3	CCDS10466.1	PRINCIPAL:1	MANE Select
HBA2	3040	NM_000517.6	CCDS10398.1	PRINCIPAL:1	MANE Select
RPL13	6137	NM_000977.4	CCDS10979.1	PRINCIPAL:1	MANE Select
CENPN	55839	NM_001100624.3	CCDS42200.1	PRINCIPAL:1	MANE Select
PHLPP2	23035	NM_015020.3	CCDS32479.1	PRINCIPAL:1	MANE Select
DUS2	54920	NM_017803.5	CCDS10859.1	PRINCIPAL:1	MANE Select
RBBP6	5930	NM_006910.5	CCDS10621.1	PRINCIPAL:4	MANE Select
ERI2	112479	NM_001142725.2	CCDS45436.1	PRINCIPAL:1	MANE Select
NKD1	85407	NM_033119.5	CCDS10743.1	PRINCIPAL:1	MANE Select
DUXB	100033411	NM_001351307.2	CCDS86542.1	PRINCIPAL:1	MANE Select
ZNF263	10127	NM_005741.5	CCDS10499.1	PRINCIPAL:4	MANE Select
METRN	79006	NM_024042.4	CCDS10422.1	PRINCIPAL:1	MANE Select
HBA1	3039	NM_000558.5	CCDS10399.1	PRINCIPAL:1	MANE Select
MVP	9961	NM_005115.5	CCDS10656.1	PRINCIPAL:1	MANE Select
RHBDL1	9028	NM_001278720.2	CCDS61779.1	PRINCIPAL:1	MANE Select
SLC12A4	6560	NM_005072.5	CCDS10855.1	PRINCIPAL:1	MANE Select
FBXL8	55336	NM_018378.3	CCDS10831.1	PRINCIPAL:1	MANE Select
NAE1	8883	NM_003905.4	CCDS10820.1	PRINCIPAL:4	MANE Select
NLRC3	197358	NM_178844.4	CCDS73817.1	PRINCIPAL:1	MANE Select
TMEM186	25880	NM_015421.4	CCDS10535.1	PRINCIPAL:1	MANE Select
GOT2	2806	NM_002080.4	CCDS10801.1	PRINCIPAL:1	MANE Select
TRAP1	10131	NM_016292.3	CCDS10508.1	PRINCIPAL:1	MANE Select
ABCC1	4363	NM_004996.4	CCDS42122.1	PRINCIPAL:1	MANE Select
NUDT16L1	84309	NM_032349.4	CCDS10519.1	PRINCIPAL:2	MANE Select
POLR3E	55718	NM_018119.4	CCDS10605.1	PRINCIPAL:4	MANE Select
RNF151	146310	NM_174903.6	CCDS58405.1	PRINCIPAL:2	MANE Select
MAPK3	5595	NM_002746.3	CCDS10672.1	PRINCIPAL:1	MANE Select
IL4R	3566	NM_000418.4	CCDS10629.1	PRINCIPAL:1	MANE Select
MLST8	64223	NM_022372.6	CCDS10462.2	PRINCIPAL:4	MANE Select
ZFHX3	463	NM_006885.4	CCDS10908.1	PRINCIPAL:2	MANE Select
USP10	9100	NM_005153.3	CCDS45537.1	PRINCIPAL:1	MANE Select
RPS15A	6210	NM_001019.5	CCDS10571.1	PRINCIPAL:1	MANE Select
CIBAR2	339145	NM_198491.3	CCDS32500.1	PRINCIPAL:4	MANE Select
CDIPT	10423	NM_006319.5	CCDS10657.1	PRINCIPAL:1	MANE Select
INO80E	283899	NM_173618.3	CCDS10665.1	PRINCIPAL:4	MANE Select
CEMP1	752014	NM_001048212.3	CCDS42108.1	PRINCIPAL:1	MANE Select
TSR3	115939	NM_001001410.3	CCDS10435.1	PRINCIPAL:1	MANE Select
TPSB2	64499	NM_024164.6	-	PRINCIPAL:1	MANE Select
VASN	114990	NM_138440.3	CCDS10514.1	PRINCIPAL:1	MANE Select
PRR14	78994	NM_024031.5	CCDS10687.1	PRINCIPAL:1	MANE Select
ZC3H7A	29066	NM_014153.4	CCDS10550.1	PRINCIPAL:1	MANE Select
IRF8	3394	NM_002163.4	CCDS10956.1	PRINCIPAL:1	MANE Select
NDRG4	65009	NM_001242835.2	CCDS58466.1	PRINCIPAL:2	MANE Select
MPHOSPH6	10200	NM_005792.2	CCDS10937.1	PRINCIPAL:1	MANE Select
SLC7A5	8140	NM_003486.7	CCDS10964.1	PRINCIPAL:1	MANE Select
COX4I1	1327	NM_001861.6	CCDS10955.1	PRINCIPAL:1	MANE Select
CYB5B	80777	NM_030579.3	CCDS10880.2	PRINCIPAL:1	MANE Select
ZP2	7783	NM_001376232.1	-	PRINCIPAL:1	MANE Select
MT2A	4502	NM_005953.5	CCDS10763.1	PRINCIPAL:1	MANE Select
ITGAL	3683	NM_002209.3	CCDS32433.1	PRINCIPAL:4	MANE Select
BCAR1	9564	NM_014567.5	CCDS10915.1	PRINCIPAL:4	MANE Select
DPEP2NB	100131303	NM_001282442.2	CCDS82001.1	PRINCIPAL:1	MANE Select
SIAH1	6477	NM_003031.4	CCDS10735.1	PRINCIPAL:4	MANE Select
FBRS	64319	NM_001105079.3	CCDS45462.2	PRINCIPAL:2	MANE Select
FTO	79068	NM_001080432.3	CCDS32448.1	PRINCIPAL:1	MANE Select
AARS1	16	NM_001605.3	CCDS32474.1	PRINCIPAL:1	MANE Select
CBLN1	869	NM_004352.4	CCDS10736.1	PRINCIPAL:1	MANE Select
ZNF423	23090	NM_001379286.1	-	PRINCIPAL:1	MANE Select
VAC14	55697	NM_018052.5	CCDS10896.1	PRINCIPAL:1	MANE Select
IL27	246778	NM_145659.3	CCDS10633.1	PRINCIPAL:1	MANE Select
ATF7IP2	80063	NM_001393719.1	-	PRINCIPAL:2	MANE Select
NPW	283869	NM_001099456.3	CCDS42102.1	PRINCIPAL:1	MANE Select
TBL3	10607	NM_006453.3	CCDS10453.1	PRINCIPAL:1	MANE Select
TMEM208	29100	NM_014187.4	CCDS45511.1	PRINCIPAL:1	MANE Select
CMIP	80790	NM_198390.3	CCDS54044.1	PRINCIPAL:1	MANE Select
CLDN6	9074	NM_021195.5	CCDS10488.1	PRINCIPAL:1	MANE Select
VAT1L	57687	NM_020927.3	CCDS32492.1	PRINCIPAL:1	MANE Select
PRSS33	260429	NM_152891.3	CCDS42110.1	PRINCIPAL:1	MANE Select
PRRT2	112476	NM_145239.3	CCDS10654.1	PRINCIPAL:2	MANE Select
