Ensembl_id	Transcript_id	Gene_name	HGNC_name_e107
ENSG00000170537.8	ENST00000304381.5	TMC7	TMC7
ENSG00000167186.6	ENST00000321998.5	COQ7	COQ7
ENSG00000167186.6	ENST00000568985.1	COQ7	COQ7
ENSG00000205730.5	ENST00000381440.3	ITPRIPL2	ITPRIPL2
ENSG00000103528.12	ENST00000355377.2	SYT17	SYT17
ENSG00000006007.7	ENST00000353258.3	GDE1	GDE1
ENSG00000103544.10	ENST00000251143.5	C16orf62	VPS35L
ENSG00000103550.9	ENST00000219837.7	KNOP1	KNOP1
ENSG00000174628.12	ENST00000320394.6	IQCK	IQCK
ENSG00000167191.7	ENST00000300571.2	GPRC5B	GPRC5B
ENSG00000167191.7	ENST00000569479.1	GPRC5B	GPRC5B
ENSG00000167191.7	ENST00000569847.1	GPRC5B	GPRC5B
ENSG00000180269.7	ENST00000570682.1	GPR139	GPR139
ENSG00000169347.12	ENST00000302555.5	GP2	GP2
ENSG00000169344.11	ENST00000302509.4	UMOD	UMOD
ENSG00000169344.11	ENST00000396142.2	UMOD	UMOD
ENSG00000169344.11	ENST00000570689.1	UMOD	UMOD
ENSG00000169340.5	ENST00000302451.4	PDILT	PDILT
ENSG00000183549.6	ENST00000331849.4	ACSM5	ACSM5
ENSG00000183747.7	ENST00000573854.1	ACSM2A	ACSM2A
ENSG00000183747.7	ENST00000219054.6	ACSM2A	ACSM2A
ENSG00000183747.7	ENST00000575690.1	ACSM2A	ACSM2A
ENSG00000183747.7	ENST00000396104.2	ACSM2A	ACSM2A
ENSG00000066813.10	ENST00000329697.6	ACSM2B	ACSM2B
ENSG00000066813.10	ENST00000565232.1	ACSM2B	ACSM2B
ENSG00000066813.10	ENST00000567001.1	ACSM2B	ACSM2B
ENSG00000005187.7	ENST00000289416.5	ACSM3	ACSM3
ENSG00000166743.5	ENST00000307493.4	ACSM1	ACSM1
ENSG00000166743.5	ENST00000520010.1	ACSM1	ACSM1
ENSG00000066654.8	ENST00000381337.2	THUMPD1	THUMPD1
ENSG00000066654.8	ENST00000396083.2	THUMPD1	THUMPD1
ENSG00000196678.9	ENST00000357967.4	ERI2	ERI2
ENSG00000005189.15	ENST00000261377.6	AC004381.6	REXO5
ENSG00000005189.15	ENST00000564274.1	AC004381.6	REXO5
ENSG00000188215.5	ENST00000324344.4	DCUN1D3	DCUN1D3
ENSG00000188215.5	ENST00000563934.1	DCUN1D3	DCUN1D3
ENSG00000102897.5	ENST00000568663.1	LYRM1	LYRM1
ENSG00000102897.5	ENST00000439021.1	LYRM1	LYRM1
ENSG00000102897.5	ENST00000569023.1	LYRM1	LYRM1
ENSG00000102897.5	ENST00000219168.4	LYRM1	LYRM1
ENSG00000102897.5	ENST00000567954.1	LYRM1	LYRM1
ENSG00000102897.5	ENST00000396052.2	LYRM1	LYRM1
ENSG00000011638.6	ENST00000233047.4	TMEM159	LDAF1
ENSG00000011638.6	ENST00000261388.3	TMEM159	LDAF1
ENSG00000011638.6	ENST00000572599.1	TMEM159	LDAF1
ENSG00000103310.6	ENST00000574002.1	ZP2	ZP2
ENSG00000103310.6	ENST00000219593.4	ZP2	ZP2
ENSG00000175311.5	ENST00000311620.5	ANKS4B	ANKS4B
ENSG00000103316.6	ENST00000543948.1	CRYM	CRYM
ENSG00000103316.6	ENST00000219599.3	CRYM	CRYM
ENSG00000103316.6	ENST00000396023.2	CRYM	CRYM
ENSG00000197006.9	ENST00000358154.3	METTL9	METTL9
ENSG00000140749.7	ENST00000268389.4	IGSF6	IGSF6
ENSG00000155719.12	ENST00000388958.3	OTOA	OTOA
ENSG00000140740.6	ENST00000268379.4	UQCRC2	UQCRC2
ENSG00000155714.9	ENST00000424898.2	PDZD9	PDZD9
ENSG00000185716.7	ENST00000542527.2	C16orf52	MOSMO
ENSG00000175267.10	ENST00000389398.5	VWA3A	VWA3A
ENSG00000103319.7	ENST00000263026.5	EEF2K	EEF2K
ENSG00000058600.11	ENST00000299853.5	POLR3E	POLR3E
ENSG00000140743.3	ENST00000268383.2	CDR2	CDR2
ENSG00000243716.6	ENST00000424340.1	NPIPB5	NPIPB5
ENSG00000243716.6	ENST00000517539.1	NPIPB5	NPIPB5
ENSG00000122254.6	ENST00000261374.3	HS3ST2	HS3ST2
ENSG00000103404.10	ENST00000219689.7	USP31	USP31
ENSG00000166828.2	ENST00000300061.2	SCNN1G	SCNN1G
ENSG00000168447.6	ENST00000343070.2	SCNN1B	SCNN1B
ENSG00000168434.8	ENST00000307149.5	COG7	COG7
ENSG00000103365.11	ENST00000309859.4	GGA2	GGA2
ENSG00000103356.11	ENST00000449606.1	EARS2	EARS2
ENSG00000103356.11	ENST00000563459.1	EARS2	EARS2
ENSG00000103353.11	ENST00000395878.3	UBFD1	UBFD1
ENSG00000004779.5	ENST00000007516.3	NDUFAB1	NDUFAB1
ENSG00000004779.5	ENST00000570319.1	NDUFAB1	NDUFAB1
ENSG00000083093.5	ENST00000261584.4	PALB2	PALB2
ENSG00000166847.5	ENST00000300087.2	DCTN5	DCTN5
ENSG00000166851.10	ENST00000300093.4	PLK1	PLK1
ENSG00000166869.2	ENST00000300113.2	CHP2	CHP2
ENSG00000006116.3	ENST00000005284.3	CACNG3	CACNG3
ENSG00000122257.14	ENST00000319715.4	RBBP6	RBBP6
ENSG00000090905.13	ENST00000395799.3	TNRC6A	TNRC6A
ENSG00000158865.8	ENST00000347898.3	SLC5A11	SLC5A11
ENSG00000140750.12	ENST00000289968.6	ARHGAP17	ARHGAP17
ENSG00000205629.7	ENST00000399069.3	LCMT1	LCMT1
ENSG00000103375.6	ENST00000219660.5	AQP8	AQP8
ENSG00000155592.11	ENST00000328086.7	ZKSCAN2	ZKSCAN2
ENSG00000182601.6	ENST00000331351.5	HS3ST4	HS3ST4
ENSG00000155666.7	ENST00000286096.4	KDM8	KDM8
ENSG00000169189.12	ENST00000361439.4	NSMCE1	NSMCE1
ENSG00000077238.9	ENST00000395762.2	IL4R	IL4R
ENSG00000077238.9	ENST00000543915.2	IL4R	IL4R
ENSG00000077238.9	ENST00000170630.2	IL4R	IL4R
ENSG00000103522.11	ENST00000337929.3	IL21R	IL21R
ENSG00000103522.11	ENST00000564089.1	IL21R	IL21R
ENSG00000103522.11	ENST00000395755.1	IL21R	IL21R
ENSG00000103522.11	ENST00000395754.4	IL21R	IL21R
ENSG00000077235.13	ENST00000356183.4	GTF3C1	GTF3C1
ENSG00000047578.8	ENST00000261588.4	KIAA0556	KATNIP
ENSG00000169181.8	ENST00000447459.2	GSG1L	GSG1L
ENSG00000169180.7	ENST00000304658.5	XPO6	XPO6
ENSG00000188322.4	ENST00000341901.4	SBK1	SBK1
ENSG00000198156.6	ENST00000532254.1	NPIPB6	NPIPB6
ENSG00000205609.8	ENST00000398944.3	EIF3CL	EIF3CL
ENSG00000205609.8	ENST00000380876.4	EIF3CL	EIF3CL
ENSG00000205609.8	ENST00000398943.3	EIF3CL	EIF3CL
ENSG00000233232.2	ENST00000452313.1	NPIPB7	NPIPB7
ENSG00000188603.12	ENST00000569430.1	CLN3	CLN3
ENSG00000188603.12	ENST00000360019.2	CLN3	CLN3
ENSG00000188603.12	ENST00000359984.7	CLN3	CLN3
ENSG00000184730.6	ENST00000564831.1	APOBR	APOBR
ENSG00000197272.2	ENST00000356897.1	IL27	IL27
ENSG00000176046.7	ENST00000324873.6	NUPR1	NUPR1
ENSG00000176476.4	ENST00000317058.3	CCDC101	SGF29
ENSG00000197165.6	ENST00000335715.4	SULT1A2	SULT1A2
ENSG00000197165.6	ENST00000395630.1	SULT1A2	SULT1A2
ENSG00000196502.7	ENST00000395609.1	SULT1A1	SULT1A1
ENSG00000196502.7	ENST00000395607.1	SULT1A1	SULT1A1
ENSG00000196502.7	ENST00000569554.1	SULT1A1	SULT1A1
ENSG00000196502.7	ENST00000314752.7	SULT1A1	SULT1A1
ENSG00000255524.3	ENST00000529716.1	NPIPB8	NPIPB8
ENSG00000184110.10	ENST00000566501.1	EIF3C	EIF3C
ENSG00000184110.10	ENST00000331666.6	EIF3C	EIF3C
ENSG00000184110.10	ENST00000395587.1	EIF3C	EIF3C
ENSG00000184110.10	ENST00000566866.1	EIF3C	EIF3C
ENSG00000168488.14	ENST00000336783.4	ATXN2L	ATXN2L
ENSG00000178952.4	ENST00000313511.3	TUFM	TUFM
ENSG00000196296.9	ENST00000395503.4	ATP2A1	ATP2A1
ENSG00000177548.8	ENST00000358201.4	RABEP2	RABEP2
ENSG00000177455.7	ENST00000324662.3	CD19	CD19
ENSG00000176953.6	ENST00000320805.4	NFATC2IP	NFATC2IP
ENSG00000169682.13	ENST00000311008.11	SPNS1	SPNS1
ENSG00000213658.6	ENST00000395456.2	LAT	LAT
ENSG00000254206.1	ENST00000524087.1	NPIPB11	NPIPB11
ENSG00000181625.13	ENST00000330181.5	SLX1B	SLX1A
ENSG00000213648.6	ENST00000344620.6	SULT1A4	SULT1A3
ENSG00000213648.6	ENST00000395400.3	SULT1A4	SULT1A3
ENSG00000213648.6	ENST00000360423.7	SULT1A4	SULT1A3
ENSG00000197471.7	ENST00000395389.2	SPN	SPN
ENSG00000197471.7	ENST00000563039.1	SPN	SPN
ENSG00000197471.7	ENST00000360121.3	SPN	SPN
ENSG00000103485.13	ENST00000395384.4	QPRT	QPRT
ENSG00000185905.3	ENST00000329410.3	C16orf54	C16orf54
ENSG00000079616.8	ENST00000160827.4	KIF22	KIF22
ENSG00000167371.12	ENST00000358758.7	PRRT2	PRRT2
ENSG00000263136.2	ENST00000609618.1	PAGR1	PAGR1
ENSG00000013364.14	ENST00000357402.5	MVP	MVP
ENSG00000013364.14	ENST00000395353.1	MVP	MVP
ENSG00000103502.9	ENST00000219789.6	CDIPT	CDIPT
ENSG00000103502.9	ENST00000569956.1	CDIPT	CDIPT
ENSG00000103502.9	ENST00000570016.1	CDIPT	CDIPT
ENSG00000174939.6	ENST00000308748.5	ASPHD1	ASPHD1
ENSG00000174939.6	ENST00000414952.2	ASPHD1	ASPHD1
ENSG00000174939.6	ENST00000566693.1	ASPHD1	ASPHD1
ENSG00000174943.5	ENST00000308768.5	KCTD13	KCTD13
ENSG00000174943.5	ENST00000568000.1	KCTD13	KCTD13
ENSG00000149932.12	ENST00000414689.2	TMEM219	TMEM219
ENSG00000149932.12	ENST00000279396.6	TMEM219	TMEM219
ENSG00000149932.12	ENST00000561899.2	TMEM219	TMEM219
ENSG00000149932.12	ENST00000566848.1	TMEM219	TMEM219
ENSG00000149929.11	ENST00000279392.3	HIRIP3	HIRIP3
ENSG00000169592.10	ENST00000563197.1	INO80E	INO80E
ENSG00000149927.13	ENST00000350119.4	DOC2A	DOC2A
ENSG00000149927.13	ENST00000564944.1	DOC2A	DOC2A
ENSG00000149927.13	ENST00000564979.1	DOC2A	DOC2A
ENSG00000149926.9	ENST00000380495.4	FAM57B	TLCD3B
ENSG00000149923.9	ENST00000279387.7	PPP4C	PPP4C
ENSG00000149923.9	ENST00000561610.1	PPP4C	PPP4C
ENSG00000149922.6	ENST00000395224.2	TBX6	TBX6
ENSG00000149922.6	ENST00000279386.2	TBX6	TBX6
ENSG00000102886.10	ENST00000406256.3	GDPD3	GDPD3
ENSG00000102882.7	ENST00000263025.4	MAPK3	MAPK3
ENSG00000102879.11	ENST00000219150.5	CORO1A	CORO1A
ENSG00000102879.11	ENST00000570045.1	CORO1A	CORO1A
ENSG00000132207.13	ENST00000251303.6	SLX1A	SLX1A
ENSG00000261052.1	ENST00000354723.6	SULT1A3	SULT1A3
ENSG00000261052.1	ENST00000355544.5	SULT1A3	SULT1A3
ENSG00000261052.1	ENST00000395137.2	SULT1A3	SULT1A3
ENSG00000261052.1	ENST00000338971.5	SULT1A3	SULT1A3
ENSG00000261052.1	ENST00000395138.2	SULT1A3	SULT1A3
ENSG00000198064.9	ENST00000520915.1	RP11-347C12.1	NPIPB13
ENSG00000169217.4	ENST00000305596.3	CD2BP2	CD2BP2
ENSG00000169217.4	ENST00000569466.1	CD2BP2	CD2BP2
ENSG00000169221.9	ENST00000409939.3	TBC1D10B	TBC1D10B
ENSG00000180209.7	ENST00000322861.7	MYLPF	MYLPF
ENSG00000180035.6	ENST00000320159.2	ZNF48	ZNF48
ENSG00000270466.1	ENST00000605106.1	SEPT1	SEPTIN1
ENSG00000179965.7	ENST00000319296.5	ZNF771	ZNF771
ENSG00000179965.7	ENST00000434417.1	ZNF771	ZNF771
ENSG00000179958.4	ENST00000319285.4	DCTPP1	DCTPP1
ENSG00000179918.15	ENST00000500504.2	SEPHS2	SEPHS2
ENSG00000005844.13	ENST00000356798.6	ITGAL	ITGAL
ENSG00000169957.8	ENST00000380412.5	ZNF768	ZNF768
ENSG00000229809.4	ENST00000223459.6	ZNF688	ZNF688
ENSG00000197162.8	ENST00000395216.2	ZNF785	ZNF785
ENSG00000156853.7	ENST00000287461.3	ZNF689	ZNF689
ENSG00000156858.7	ENST00000300835.4	PRR14	PRR14
ENSG00000156858.7	ENST00000542965.2	PRR14	PRR14
ENSG00000156860.11	ENST00000356166.6	FBRS	FBRS
ENSG00000080603.12	ENST00000262518.4	SRCAP	SRCAP
ENSG00000156873.11	ENST00000563588.1	PHKG2	PHKG2
ENSG00000196118.7	ENST00000543610.1	C16orf93	CFAP119
ENSG00000102870.4	ENST00000262525.4	ZNF629	ZNF629
ENSG00000099385.7	ENST00000215115.4	BCL7C	BCL7C
ENSG00000150281.6	ENST00000279804.2	CTF1	CTF1
ENSG00000099364.12	ENST00000338343.4	FBXL19	FBXL19
ENSG00000099364.12	ENST00000562319.1	FBXL19	FBXL19
ENSG00000175938.6	ENST00000318663.4	ORAI3	ORAI3
ENSG00000099381.12	ENST00000262519.8	SETD1A	SETD1A
ENSG00000099377.9	ENST00000297679.5	HSD3B7	HSD3B7
ENSG00000099365.5	ENST00000215095.5	STX1B	STX1B
ENSG00000103496.10	ENST00000313843.3	STX4	STX4
ENSG00000167395.10	ENST00000300850.5	ZNF646	ZNF646
ENSG00000151006.7	ENST00000280606.6	PRSS53	PRSS53
ENSG00000167397.10	ENST00000394975.2	VKORC1	VKORC1
ENSG00000103507.9	ENST00000394951.1	BCKDK	BCKDK
ENSG00000103507.9	ENST00000219794.6	BCKDK	BCKDK
ENSG00000103510.15	ENST00000543774.2	KAT8	KAT8
ENSG00000103510.15	ENST00000219797.4	KAT8	KAT8
ENSG00000052344.11	ENST00000317508.6	PRSS8	PRSS8
ENSG00000178226.6	ENST00000268281.4	PRSS36	PRSS36
ENSG00000089280.14	ENST00000254108.7	FUS	FUS
ENSG00000103490.13	ENST00000247470.9	PYCARD	PYCARD
ENSG00000177238.9	ENST00000322122.3	TRIM72	TRIM72
ENSG00000169900.3	ENST00000302964.3	PYDC1	PYDC1
ENSG00000169896.12	ENST00000287497.8	ITGAM	ITGAM
ENSG00000140678.12	ENST00000268296.4	ITGAX	ITGAX
ENSG00000156886.11	ENST00000389202.2	ITGAD	ITGAD
ENSG00000156885.4	ENST00000287490.4	COX6A2	COX6A2
ENSG00000176723.5	ENST00000315678.5	ZNF843	ZNF843
ENSG00000140691.12	ENST00000563544.1	ARMC5	ARMC5
ENSG00000140691.12	ENST00000268314.4	ARMC5	ARMC5
ENSG00000140682.14	ENST00000394863.3	TGFB1I1	TGFB1I1
ENSG00000140675.8	ENST00000330498.3	SLC5A2	SLC5A2
ENSG00000140688.12	ENST00000327237.2	C16orf58	RUSF1
ENSG00000169877.5	ENST00000302312.4	AHSP	AHSP
ENSG00000185947.10	ENST00000300870.10	ZNF267	ZNF267
ENSG00000205456.7	ENST00000398664.3	TP53TG3D	TP53TG3D
ENSG00000183632.10	ENST00000398682.4	TP53TG3	TP53TG3D
ENSG00000205457.6	ENST00000398667.4	TP53TG3C	TP53TG3D
ENSG00000205457.6	ENST00000561509.1	TP53TG3C	TP53TG3D
ENSG00000261509.2	ENST00000341305.5	TP53TG3B	TP53TG3D
ENSG00000171241.4	ENST00000303383.3	SHCBP1	SHCBP1
ENSG00000069329.11	ENST00000299138.7	VPS35	VPS35
ENSG00000091651.4	ENST00000219097.2	ORC6	ORC6
ENSG00000140795.8	ENST00000394809.4	MYLK3	MYLK3
ENSG00000155330.5	ENST00000285697.4	C16orf87	C16orf87
ENSG00000166123.9	ENST00000340124.4	GPT2	GPT2
ENSG00000069345.7	ENST00000317089.5	DNAJA2	DNAJA2
ENSG00000171208.5	ENST00000562435.1	NETO2	NETO2
ENSG00000129636.8	ENST00000320640.6	ITFG1	ITFG1
ENSG00000121270.11	ENST00000356608.2	ABCC11	ABCC11
ENSG00000121270.11	ENST00000394747.1	ABCC11	ABCC11
ENSG00000121270.11	ENST00000394748.1	ABCC11	ABCC11
ENSG00000102910.9	ENST00000285737.4	LONP2	LONP2
ENSG00000196470.7	ENST00000568007.1	SIAH1	SIAH1
ENSG00000196470.7	ENST00000380006.2	SIAH1	SIAH1
ENSG00000196470.7	ENST00000394725.2	SIAH1	SIAH1
ENSG00000102921.3	ENST00000262384.3	N4BP1	N4BP1
ENSG00000102924.7	ENST00000219197.6	CBLN1	CBLN1
ENSG00000102924.7	ENST00000536749.1	CBLN1	CBLN1
ENSG00000166152.3	ENST00000299191.3	C16orf78	C16orf78
ENSG00000205423.7	ENST00000427478.2	CNEP1R1	CNEP1R1
ENSG00000205423.7	ENST00000565457.1	CNEP1R1	CNEP1R1
ENSG00000155393.8	ENST00000299192.7	HEATR3	HEATR3
ENSG00000121281.8	ENST00000394697.2	ADCY7	ADCY7
ENSG00000121281.8	ENST00000254235.3	ADCY7	ADCY7
ENSG00000166164.11	ENST00000394688.3	BRD7	BRD7
ENSG00000140807.4	ENST00000268459.3	NKD1	NKD1
ENSG00000167208.10	ENST00000330943.4	SNX20	SNX20
ENSG00000103449.7	ENST00000251020.4	SALL1	SALL1
ENSG00000103460.12	ENST00000219746.9	TOX3	TOX3
ENSG00000177200.11	ENST00000398510.3	CHD9	CHD9
ENSG00000103479.10	ENST00000262133.6	RBL2	RBL2
ENSG00000166971.12	ENST00000394657.7	AKTIP	AKTIP
ENSG00000166971.12	ENST00000570004.1	AKTIP	AKTIP
ENSG00000140718.14	ENST00000471389.1	FTO	FTO
ENSG00000177508.11	ENST00000329734.3	IRX3	IRX3
ENSG00000176842.10	ENST00000394636.4	IRX5	IRX5
ENSG00000159387.7	ENST00000290552.7	IRX6	IRX6
ENSG00000087245.8	ENST00000219070.4	MMP2	MMP2
ENSG00000087253.7	ENST00000262134.5	LPCAT2	LPCAT2
ENSG00000256812.1	ENST00000457326.2	CAPNS2	CAPNS2
ENSG00000103546.14	ENST00000568943.1	SLC6A2	SLC6A2
ENSG00000103546.14	ENST00000379906.2	SLC6A2	SLC6A2
ENSG00000159398.11	ENST00000290567.9	CES5A	CES5A
ENSG00000087258.9	ENST00000262493.6	GNAO1	GNAO1
ENSG00000159461.10	ENST00000290649.5	AMFR	AMFR
ENSG00000167005.9	ENST00000300291.5	NUDT21	NUDT21
ENSG00000087263.12	ENST00000566157.1	OGFOD1	OGFOD1
ENSG00000125124.7	ENST00000245157.5	BBS2	BBS2
ENSG00000102891.3	ENST00000219162.3	MT4	MT4
ENSG00000087250.4	ENST00000200691.4	MT3	MT3
ENSG00000125148.6	ENST00000245185.5	MT2A	MT2A
ENSG00000205364.3	ENST00000379818.3	MT1M	MT1M
ENSG00000205362.6	ENST00000290705.8	MT1A	MT1A
ENSG00000169688.10	ENST00000334346.2	MT1B	MT1B
ENSG00000198417.5	ENST00000334350.6	MT1F	MT1F
ENSG00000205358.3	ENST00000332374.4	MT1H	MT1H
ENSG00000187193.8	ENST00000394485.4	MT1X	MT1X
ENSG00000102900.8	ENST00000308159.5	NUP93	NUP93
ENSG00000051108.10	ENST00000439977.2	HERPUD1	HERPUD1
ENSG00000087237.6	ENST00000200676.3	CETP	CETP
ENSG00000140853.11	ENST00000262510.6	NLRC5	NLRC5
ENSG00000140848.12	ENST00000290776.8	CPNE2	CPNE2
ENSG00000140848.12	ENST00000535318.2	CPNE2	CPNE2
ENSG00000140848.12	ENST00000565874.1	CPNE2	CPNE2
ENSG00000172775.12	ENST00000309137.8	FAM192A	PSME3IP1
ENSG00000172775.12	ENST00000389447.5	FAM192A	PSME3IP1
ENSG00000172775.12	ENST00000569266.1	FAM192A	PSME3IP1
ENSG00000172775.12	ENST00000567439.1	FAM192A	PSME3IP1
ENSG00000172775.12	ENST00000564108.1	FAM192A	PSME3IP1
ENSG00000159579.9	ENST00000394420.4	RSPRY1	RSPRY1
ENSG00000159579.9	ENST00000537866.1	RSPRY1	RSPRY1
ENSG00000102931.3	ENST00000219204.3	ARL2BP	ARL2BP
ENSG00000102934.5	ENST00000219207.5	PLLP	PLLP
ENSG00000102962.4	ENST00000219235.4	CCL22	CCL22
ENSG00000006210.6	ENST00000006053.6	CX3CL1	CX3CL1
ENSG00000102970.6	ENST00000219244.4	CCL17	CCL17
ENSG00000005194.10	ENST00000394391.4	CIAPIN1	CIAPIN1
ENSG00000088682.9	ENST00000262507.6	COQ9	COQ9
ENSG00000102978.8	ENST00000219252.5	POLR2C	POLR2C
ENSG00000125170.6	ENST00000340099.4	DOK4	DOK4
ENSG00000125170.6	ENST00000569548.1	DOK4	DOK4
ENSG00000135736.5	ENST00000258214.2	CCDC102A	CCDC102A
ENSG00000159618.11	ENST00000349457.3	GPR114	ADGRG5
ENSG00000159618.11	ENST00000340339.4	GPR114	ADGRG5
ENSG00000205336.7	ENST00000568908.1	GPR56	ADGRG1
ENSG00000205336.7	ENST00000562631.1	GPR56	ADGRG1
ENSG00000205336.7	ENST00000538815.1	GPR56	ADGRG1
ENSG00000205336.7	ENST00000388813.5	GPR56	ADGRG1
ENSG00000205336.7	ENST00000562558.1	GPR56	ADGRG1
ENSG00000205336.7	ENST00000540164.2	GPR56	ADGRG1
ENSG00000182885.12	ENST00000333493.4	GPR97	ADGRG3
ENSG00000159625.10	ENST00000360716.3	CCDC135	DRC7
ENSG00000159625.10	ENST00000394337.4	CCDC135	DRC7
ENSG00000140854.8	ENST00000379661.3	KATNB1	KATNB1
ENSG00000070729.9	ENST00000251102.8	CNGB1	CNGB1
ENSG00000166188.2	ENST00000299237.2	ZNF319	ZNF319
ENSG00000103005.7	ENST00000219281.3	USB1	USB1
ENSG00000102996.4	ENST00000219271.3	MMP15	MMP15
ENSG00000070761.3	ENST00000262498.3	C16orf80	CFAP20
ENSG00000070770.4	ENST00000262506.3	CSNK2A2	CSNK2A2
ENSG00000103021.5	ENST00000219299.4	CCDC113	CCDC113
ENSG00000103023.7	ENST00000567164.1	PRSS54	PRSS54
ENSG00000103023.7	ENST00000219301.4	PRSS54	PRSS54
ENSG00000181938.9	ENST00000318129.5	GINS3	GINS3
ENSG00000103034.10	ENST00000570248.1	NDRG4	NDRG4
ENSG00000125107.12	ENST00000317147.5	CNOT1	CNOT1
ENSG00000103042.4	ENST00000570101.1	SLC38A7	SLC38A7
ENSG00000103042.4	ENST00000219320.4	SLC38A7	SLC38A7
ENSG00000125166.8	ENST00000245206.5	GOT2	GOT2
ENSG00000150394.9	ENST00000577390.1	CDH8	CDH8
ENSG00000140937.9	ENST00000268603.4	CDH11	CDH11
ENSG00000179776.13	ENST00000341529.3	CDH5	CDH5
ENSG00000166546.9	ENST00000536005.2	BEAN1	BEAN1
ENSG00000166548.11	ENST00000451102.2	TK2	TK2
ENSG00000217555.8	ENST00000264001.4	CKLF	CKLF
ENSG00000089505.13	ENST00000379500.2	CMTM1	CMTM1
ENSG00000140932.5	ENST00000268595.2	CMTM2	CMTM2
ENSG00000140931.15	ENST00000424011.2	CMTM3	CMTM3
ENSG00000140931.15	ENST00000562707.1	CMTM3	CMTM3
ENSG00000140931.15	ENST00000361909.4	CMTM3	CMTM3
ENSG00000140931.15	ENST00000567572.1	CMTM3	CMTM3
ENSG00000183723.8	ENST00000394106.2	CMTM4	CMTM4
ENSG00000135720.8	ENST00000258198.2	DYNC1LI2	DYNC1LI2
ENSG00000249961.5	ENST00000558713.2	CCDC79	TERB1
ENSG00000249961.5	ENST00000433154.1	CCDC79	TERB1
ENSG00000159593.10	ENST00000290810.3	NAE1	NAE1
ENSG00000168748.9	ENST00000338437.2	CA7	CA7
ENSG00000172840.2	ENST00000311765.2	PDP2	PDP2
ENSG00000166589.8	ENST00000299752.4	CDH16	CDH16
ENSG00000166592.7	ENST00000420652.1	RRAD	RRAD
ENSG00000166592.7	ENST00000299759.6	RRAD	RRAD
ENSG00000166595.7	ENST00000422424.2	FAM96B	CIAO2B
ENSG00000172828.8	ENST00000303334.4	CES3	CES3
ENSG00000172824.10	ENST00000326686.5	CES4A	CES4A
ENSG00000067955.9	ENST00000412916.2	CBFB	CBFB
ENSG00000125149.7	ENST00000569600.1	C16orf70	PHAF1
ENSG00000125149.7	ENST00000219139.3	C16orf70	PHAF1
ENSG00000237172.3	ENST00000449549.3	B3GNT9	B3GNT9
ENSG00000102871.11	ENST00000345057.4	TRADD	TRADD
ENSG00000135722.4	ENST00000258200.3	FBXL8	FBXL8
ENSG00000135722.4	ENST00000519917.1	FBXL8	FBXL8
ENSG00000102878.11	ENST00000264009.8	HSF4	HSF4
ENSG00000102878.11	ENST00000521374.1	HSF4	HSF4
ENSG00000196123.8	ENST00000290881.7	KIAA0895L	KIAA0895L
ENSG00000196123.8	ENST00000563902.1	KIAA0895L	KIAA0895L
ENSG00000179044.11	ENST00000314586.6	EXOC3L1	EXOC3L1
ENSG00000205250.4	ENST00000379378.3	E2F4	E2F4
ENSG00000168701.14	ENST00000304800.9	TMEM208	TMEM208
ENSG00000135723.9	ENST00000258201.4	FHOD1	FHOD1
ENSG00000135740.12	ENST00000299798.11	SLC9A5	SLC9A5
ENSG00000196155.8	ENST00000360461.5	PLEKHG4	PLEKHG4
ENSG00000196155.8	ENST00000427155.2	PLEKHG4	PLEKHG4
ENSG00000196155.8	ENST00000379344.3	PLEKHG4	PLEKHG4
ENSG00000168676.6	ENST00000304372.5	KCTD19	KCTD19
ENSG00000159708.13	ENST00000329956.6	LRRC36	LRRC36
ENSG00000159713.6	ENST00000393957.2	TPPP3	TPPP3
ENSG00000159713.6	ENST00000564104.1	TPPP3	TPPP3
ENSG00000159713.6	ENST00000290942.5	TPPP3	TPPP3
ENSG00000159713.6	ENST00000562206.1	TPPP3	TPPP3
ENSG00000176387.6	ENST00000326152.5	HSD11B2	HSD11B2
ENSG00000159720.7	ENST00000290949.3	ATP6V0D1	ATP6V0D1
ENSG00000159723.4	ENST00000290953.2	AGRP	AGRP
ENSG00000102974.10	ENST00000264010.4	CTCF	CTCF
ENSG00000124074.7	ENST00000243878.4	ENKD1	ENKD1
ENSG00000159761.10	ENST00000403458.4	C16orf86	C16orf86
ENSG00000141098.8	ENST00000268797.7	GFOD2	GFOD2
ENSG00000141084.6	ENST00000317506.3	RANBP10	RANBP10
ENSG00000102904.10	ENST00000561639.1	TSNAXIP1	TSNAXIP1
ENSG00000102901.8	ENST00000562787.1	CENPT	CENPT
ENSG00000102901.8	ENST00000440851.2	CENPT	CENPT
ENSG00000102901.8	ENST00000219172.3	CENPT	CENPT
ENSG00000168286.1	ENST00000303596.1	THAP11	THAP11
ENSG00000102898.7	ENST00000219169.4	NUTF2	NUTF2
ENSG00000102898.7	ENST00000569436.2	NUTF2	NUTF2
ENSG00000102898.7	ENST00000568396.2	NUTF2	NUTF2
ENSG00000038358.10	ENST00000358933.5	EDC4	EDC4
ENSG00000188038.3	ENST00000339176.3	NRN1L	NRN1L
ENSG00000159792.5	ENST00000291041.5	PSKH1	PSKH1
ENSG00000141086.13	ENST00000574481.1	CTRL	CTRL
ENSG00000205220.7	ENST00000358514.4	PSMB10	PSMB10
ENSG00000213398.3	ENST00000264005.5	LCAT	LCAT
ENSG00000124067.12	ENST00000316341.3	SLC12A4	SLC12A4
