RefSeq_id	Gene_name	Protein_id	Transcript_id	CCDS	HGNC_name_e107
90522	YIF1B	NP_001034761.1	NM_001039672	CCDS33010.1	YIF1B
9424	KCNK6	NP_004814.1	NM_004823	CCDS12513.1	KCNK6
57828	CATSPERG	NP_067008.3	NM_021185	CCDS12514.2	CATSPERG
57828	CATSPERG	XP_005259171.1	PRJNA168;XM_005259114	-	CATSPERG
57828	CATSPERG	XP_005259172.1	PRJNA168;XM_005259115	-	CATSPERG
5714	PSMD8	NP_002803.2	NM_002812	CCDS12515.2	PSMD8
199720	GGN	NP_689870.3	NM_152657	CCDS12516.1	GGN
199720	GGN	XP_005258676.1	PRJNA168;XM_005258619	-	GGN
399473	SPRED3	NP_001035987.1	NM_001042522	CCDS42560.1	SPRED3
147965	FAM98C	NP_777565.3	NM_174905	CCDS42562.1	FAM98C
115727	RASGRP4	NP_733749.1	NM_170604	CCDS46068.1	RASGRP4
11184	MAP4K1	NP_001036065.1	NM_001042600	CCDS42564.1	MAP4K1
27335	EIF3K	NP_037366.1	NM_013234	CCDS12517.1	EIF3K
81	ACTN4	NP_004915.2	NM_004924	CCDS12518.1	ACTN4
147968	CAPN12	NP_653292.2	NM_144691	CCDS12519.1	CAPN12
3963	LGALS7	NP_002298.1	NM_002307	CCDS33012.1	LGALS7B
653499	LGALS7B	NP_001035972.1	NM_001042507	CCDS42565.1	LGALS7B
3960	LGALS4	NP_006140.1	NM_006149	CCDS12521.1	LGALS4
1891	ECH1	NP_001389.2	NM_001398	CCDS33014.1	ECH1
3191	HNRNPL	NP_001524.2	NM_001533	CCDS33015.1	HNRNPL
126432	RINL	NP_001182762.1	NM_001195833	CCDS59386.1	RINL
22933	SIRT2	NP_036369.2	NM_012237	CCDS12523.1	SIRT2
4793	NFKBIB	NP_002494.2	NM_002503	CCDS12524.1	NFKBIB
643669	LOC643669	NP_001230141.1	NM_001243212	CCDS58661.1	CCER2
54938	SARS2	NP_060297.1	NM_017827	CCDS33017.1	SARS2
6183	MRPS12	NP_066930.1	NM_021107	CCDS12525.1	MRPS12
6183	MRPS12	NP_203527.1	NM_033363	CCDS12525.1	MRPS12
6183	MRPS12	NP_203526.1	NM_033362	CCDS12525.1	MRPS12
115290	FBXO17	NP_079183.4	NM_024907	CCDS12526.1	FBXO17
126433	FBXO27	NP_849142.1	NM_178820	CCDS12527.1	FBXO27
390928	PAPL	NP_001004318.2	NM_001004318	CCDS33018.1	ACP7
10298	PAK4	NP_001014831.1	NM_001014831	CCDS12528.1	PAK4
10298	PAK4	NP_005875.1	NM_005884	CCDS12528.1	PAK4
10298	PAK4	NP_001014832.1	NM_001014832	CCDS12528.1	PAK4
342897	NCCRP1	NP_001001414.1	NM_001001414	CCDS12529.1	NCCRP1
342898	SYCN	NP_001073937.1	NM_001080468	CCDS46070.1	SYCN
282617	IFNL3	NP_742151.2	NM_172139	CCDS12530.1	IFNL3
282616	IFNL2	NP_742150.1	NM_172138	CCDS42567.1	IFNL2
282618	IFNL1	NP_742152.1	NM_172140	CCDS12531.1	IFNL1
57622	LRFN1	NP_065913.1	NM_020862	CCDS46071.1	LRFN1
57622	LRFN1	XP_005259159.1	PRJNA168;XM_005259102	-	LRFN1
9535	GMFG	NP_004868.1	NM_004877	CCDS12532.1	GMFG
55095	SAMD4B	NP_060498.2	NM_018028	CCDS33020.1	SAMD4B
55095	SAMD4B	XP_005259085.1	PRJNA168;XM_005259028	-	SAMD4B
55095	SAMD4B	XP_005259086.1	PRJNA168;XM_005259029	-	SAMD4B
54623	PAF1	NP_061961.2	NM_019088	CCDS12533.1	PAF1
64857	PLEKHG2	NP_073746.2	NM_022835	CCDS33022.2	PLEKHG2
64857	PLEKHG2	XP_005259220.1	PRJNA168;XM_005259163	-	PLEKHG2
6217	RPS16	NP_001011.1	NM_001020	CCDS12535.1	RPS16
6829	SUPT5H	NP_003160.2	NM_003169	CCDS12536.1	SUPT5H
6829	SUPT5H	NP_001104490.1	NM_001111020	CCDS12536.1	SUPT5H
6829	SUPT5H	NP_001124296.1	NM_001130824	CCDS12536.1	SUPT5H
6829	SUPT5H	XP_005259240.1	PRJNA168;XM_005259183	-	SUPT5H
10683	DLL3	NP_982353.1	NM_203486	CCDS12537.1	DLL3
348303	SELV	NP_874363.1	NM_182704	CCDS54266.1	SELENOV
126272	EID2B	NP_689574.1	NM_152361	CCDS12539.1	EID2B
163126	EID2	NP_694964.3	NM_153232	CCDS12540.2	EID2
29124	LGALS13	NP_037400.1	NM_013268	CCDS33024.1	LGALS13
56891	LGALS14	NP_064514.1	NM_020129	CCDS46073.1	LGALS14
1178	CLC	NP_001819.2	NM_001828	CCDS33025.1	CLC
9149	DYRK1B	NP_004705.1	NM_004714	CCDS12543.1	DYRK1B
9149	DYRK1B	XP_005259455.1	PRJNA168;XM_005259398	-	DYRK1B
2091	FBL	NP_001427.2	NM_001436	CCDS12545.1	FBL
5704	PSMC4	NP_006494.1	NM_006503	CCDS12547.1	PSMC4
339327	ZNF546	NP_848639.2	NM_178544	CCDS12548.1	ZNF546
163131	ZNF780B	NP_001005851.1	NM_001005851	CCDS46077.1	ZNF780B
163131	ZNF780B	XP_005258650.1	PRJNA168;XM_005258593	-	ZNF780B
284323	ZNF780A	NP_001010880.2	NM_001010880	CCDS33026.2	ZNF780A
284323	ZNF780A	NP_001136050.1	NM_001142578	CCDS33026.2	ZNF780A
284323	ZNF780A	XP_005258832.1	PRJNA168;XM_005258775	-	ZNF780A
4294	MAP3K10	NP_002437.2	NM_002446	CCDS12549.1	MAP3K10
148014	TTC9B	NP_689692.2	NM_152479	CCDS12550.1	TTC9B
208	AKT2	NP_001617.1	NM_001626	CCDS12552.1	AKT2
208	AKT2	XP_005258702.1	PRJNA168;XM_005258645	-	AKT2
208	AKT2	XP_005258703.1	PRJNA168;XM_005258646	-	AKT2
208	AKT2	XP_005258704.1	PRJNA168;XM_005258647	-	AKT2
208	AKT2	XP_005258705.1	PRJNA168;XM_005258648	-	AKT2
208	AKT2	XP_005258706.1	PRJNA168;XM_005258649	-	AKT2
126526	C19orf47	NP_001243370.1	NM_001256441	-	C19orf47
126526	C19orf47	XP_005258579.1	PRJNA168;XM_005258522	-	C19orf47
23646	PLD3	NP_001026866.1	NM_001031696	CCDS33027.1	PLD3
23646	PLD3	NP_036400.2	NM_012268	CCDS33027.1	PLD3
23646	PLD3	XP_005258761.1	PRJNA168;XM_005258704	-	PLD3
23646	PLD3	XP_005258762.1	PRJNA168;XM_005258705	-	PLD3
23646	PLD3	XP_005258763.1	PRJNA168;XM_005258706	-	PLD3
23646	PLD3	XP_005258764.1	PRJNA168;XM_005258707	-	PLD3
23646	PLD3	XP_005258765.1	PRJNA168;XM_005258708	-	PLD3
23646	PLD3	XP_005258766.1	PRJNA168;XM_005258709	-	PLD3
23646	PLD3	XP_005258767.1	PRJNA168;XM_005258710	-	PLD3
147746	HIPK4	NP_653286.2	NM_144685	CCDS12555.1	HIPK4
57716	PRX	NP_870998.2	NM_181882	CCDS33028.1	PRX
29950	SERTAD1	NP_037508.2	NM_013376	CCDS12557.1	SERTAD1
29946	SERTAD3	NP_037500.2	NM_013368	CCDS12558.1	SERTAD3
29946	SERTAD3	NP_976219.1	NM_203344	CCDS12558.1	SERTAD3
29946	SERTAD3	XP_005258889.1	PRJNA168;XM_005258832	-	SERTAD3
645	BLVRB	NP_000704.1	NM_000713	CCDS33029.1	BLVRB
57731	SPTBN4	NP_066022.2	NM_020971	CCDS12559.1	SPTBN4
92799	SHKBP1	NP_612401.2	NM_138392	CCDS12560.1	SHKBP1
8425	LTBP4	NP_001036010.1	NM_001042545	-	LTBP4
9253	NUMBL	NP_004747.1	NM_004756	CCDS12561.1	NUMBL
79934	ADCK4	NP_079152.3	NM_024876	CCDS12562.1	COQ8B
79934	ADCK4	XP_005259328.1	PRJNA168;XM_005259271	-	COQ8B
79934	ADCK4	XP_005259329.1	PRJNA168;XM_005259272	-	COQ8B
79934	ADCK4	XP_005259330.1	PRJNA168;XM_005259273	-	COQ8B
79934	ADCK4	XP_005259331.1	PRJNA168;XM_005259274	-	COQ8B
80271	ITPKC	NP_079470.1	NM_025194	CCDS12563.1	ITPKC
284325	C19orf54	NP_940878.3	NM_198476	CCDS12564.2	C19orf54
6626	SNRPA	NP_004587.1	NM_004596	CCDS12565.1	SNRPA
8190	MIA	NP_006524.1	NM_006533	CCDS12566.1	MIA
8190	MIA	NP_001189482.1	NM_001202553	CCDS12566.1	MIA
53916	RAB4B	NP_057238.3	NM_016154	CCDS33030.1	RAB4B
112398	EGLN2	NP_542770.2	NM_080732	CCDS12567.1	EGLN2
112398	EGLN2	NP_444274.1	NM_053046	CCDS12567.1	EGLN2
112398	EGLN2	XP_005258526.1	PRJNA168;XM_005258469	-	EGLN2
112398	EGLN2	XP_005258527.1	PRJNA168;XM_005258470	-	EGLN2
112398	EGLN2	XP_005258528.1	PRJNA168;XM_005258471	-	EGLN2
1548	CYP2A6	NP_000753.3	NM_000762	CCDS12568.1	CYP2A6
1549	CYP2A7	NP_000755.2	NM_000764	CCDS12569.1	CYP2A7
1555	CYP2B6	NP_000758.1	NM_000767	CCDS12570.1	CYP2B6
1553	CYP2A13	NP_000757.2	NM_000766	CCDS12571.1	CYP2A13
1572	CYP2F1	NP_000765.2	NM_000774	CCDS12572.1	CYP2F1
1572	CYP2F1	XP_005258629.1	PRJNA168;XM_005258572	-	CYP2F1
29785	CYP2S1	NP_085125.1	NM_030622	CCDS12573.1	CYP2S1
11100	HNRNPUL1	NP_008971.2	NM_007040	CCDS12576.1	HNRNPUL1
90324	CCDC97	NP_443080.1	NM_052848	CCDS12578.1	CCDC97
7040	TGFB1	NP_000651.3	NM_000660	CCDS33031.1	TGFB1
80776	B9D2	NP_085055.2	NM_030578	CCDS12579.1	B9D2
641649	TMEM91	NP_001092291.1	NM_001098821	CCDS42571.1	TMEM91
641649	TMEM91	XP_005259207.1	PRJNA168;XM_005259150	-	TMEM91
641649	TMEM91	XP_005259208.1	PRJNA168;XM_005259151	-	TMEM91
56915	EXOSC5	NP_064543.3	NM_020158	CCDS12580.1	EXOSC5
593	BCKDHA	NP_000700.1	NM_000709	CCDS12581.1	BCKDHA
374907	B3GNT8	NP_940942.1	NM_198540	CCDS12582.1	B3GNT8
55101	ATP5SL	NP_060505.2	NM_018035	CCDS33032.1	DMAC2
100170765	C19orf69	NP_001123986.1	NM_001130514	CCDS46085.1	ERICH4
90273	CEACAM21	NP_001091976.1	NM_001098506	CCDS46086.1	CEACAM21
1089	CEACAM4	NP_001808.2	NM_001817	CCDS33033.1	CEACAM4
1084	CEACAM3	NP_001806.2	NM_001815	CCDS12586.2	CEACAM3
147719	LYPD4	NP_775777.3	NM_173506	CCDS12587.1	LYPD4
63946	DMRTC2	NP_001035373.1	NM_001040283	CCDS33034.1	DMRTC2
63946	DMRTC2	XP_005259204.1	PRJNA168;XM_005259147	-	DMRTC2
63946	DMRTC2	XP_005259205.1	PRJNA168;XM_005259148	-	DMRTC2
6223	RPS19	NP_001013.1	NM_001022	CCDS12588.1	RPS19
6223	RPS19	XP_005259198.1	PRJNA168;XM_005259141	-	RPS19
973	CD79A	NP_001774.1	NM_001783	CCDS12589.1	CD79A
9138	ARHGEF1	NP_004697.2	NM_004706	CCDS12591.1	ARHGEF1
390937	LOC390937	XP_005259505.1	PRJNA168;XM_005259448	-	ERFL
10567	RABAC1	NP_006414.2	NM_006423	CCDS12593.1	RABAC1
2901	GRIK5	NP_002079.3	NM_002088	CCDS12595.1	GRIK5
2901	GRIK5	XP_005258878.1	PRJNA168;XM_005258821	-	GRIK5
64763	ZNF574	NP_073589.4	NM_022752	CCDS12596.1	ZNF574
64763	ZNF574	XP_005259216.1	PRJNA168;XM_005259159	-	ZNF574
64763	ZNF574	XP_005259217.1	PRJNA168;XM_005259160	-	ZNF574
162989	DEDD2	NP_579874.1	NM_133328	CCDS12597.1	DEDD2
162989	DEDD2	NP_001257543.1	NM_001270614	CCDS12597.1	DEDD2
116115	ZNF526	NP_597701.1	NM_133444	CCDS12598.1	ZNF526
116115	ZNF526	XP_005258555.1	PRJNA168;XM_005258498	-	ZNF526
2931	GSK3A	NP_063937.2	NM_019884	CCDS12599.1	GSK3A
2077	ERF	NP_006485.2	NM_006494	CCDS12600.1	ERF
5050	PAFAH1B3	NP_002564.1	NM_002573	CCDS12602.1	PAFAH1B3
5050	PAFAH1B3	NP_001139411.1	NM_001145939	CCDS12602.1	PAFAH1B3
5050	PAFAH1B3	NP_001139412.1	NM_001145940	CCDS12602.1	PAFAH1B3
284338	PRR19	NP_954979.2	NM_199285	CCDS33036.1	PRR19
284338	PRR19	XP_005258836.1	PRJNA168;XM_005258779	-	PRR19
284338	PRR19	XP_005258837.1	PRJNA168;XM_005258780	-	PRR19
1954	MEGF8	NP_001258867.1	NM_001271938	-	MEGF8
84518	CNFN	NP_115877.2	NM_032488	CCDS12606.1	CNFN
3991	LIPE	NP_005348.2	NM_005357	CCDS12607.1	LIPE
284340	CXCL17	NP_940879.1	NM_198477	CCDS12608.1	CXCL17
634	CEACAM1	NP_001703.2	NM_001712	CCDS12609.1	CEACAM1
1088	CEACAM8	NP_001807.2	NM_001816	CCDS12610.1	CEACAM8
5671	PSG3	NP_066296.2	NM_021016	CCDS12611.1	PSG3
440533	PSG8	NP_874366.1	NM_182707	CCDS33037.1	PSG8
5680	PSG11	NP_002776.3	NM_002785	CCDS12614.2	PSG11
5670	PSG2	NP_112536.2	NM_031246	CCDS12616.1	PSG2
5672	PSG4	NP_002771.2	NM_002780	CCDS46093.1	PSG4
5678	PSG9	NP_002775.3	NM_002784	CCDS12618.1	PSG9
57126	CD177	NP_065139.2	NM_020406	-	CD177
83639	TEX101	NP_001123483.1	NM_001130011	CCDS59393.1	TEX101
27076	LYPD3	NP_055215.2	NM_014400	CCDS12620.1	LYPD3
653583	PHLDB3	NP_942147.3	NM_198850	CCDS12621.2	PHLDB3
23474	ETHE1	NP_055112.2	NM_014297	CCDS12622.1	ETHE1
284346	ZNF575	NP_777605.1	NM_174945	CCDS12623.1	ZNF575
284346	ZNF575	XP_005258839.1	PRJNA168;XM_005258782	-	ZNF575
284346	ZNF575	XP_005258840.1	PRJNA168;XM_005258783	-	ZNF575
7515	XRCC1	NP_006288.2	NM_006297	CCDS12624.1	XRCC1
126298	IRGQ	NP_001007562.1	NM_001007561	CCDS33040.1	IRGQ
126298	IRGQ	XP_005258572.1	PRJNA168;XM_005258515	-	IRGQ
126298	IRGQ	XP_005258573.1	PRJNA168;XM_005258516	-	IRGQ
79177	ZNF576	NP_077303.1	NM_024327	CCDS12625.1	ZNF576
79177	ZNF576	NP_001138819.1	NM_001145347	CCDS12625.1	ZNF576
79177	ZNF576	XP_005259317.1	PRJNA168;XM_005259260	-	ZNF576
126299	ZNF428	NP_872304.2	NM_182498	CCDS12626.1	ZNF428
126299	ZNF428	XP_005258574.1	PRJNA168;XM_005258517	-	ZNF428
100170229	SRRM5	NP_001139113.1	NM_001145641	CCDS46095.1	SRRM5
199731	CADM4	NP_660339.1	NM_145296	CCDS12627.1	CADM4
5329	PLAUR	NP_002650.1	NM_002659	CCDS12628.1	PLAUR
56269	IRGC	NP_062558.1	NM_019612	CCDS12629.1	IRGC
56006	SMG9	NP_061981.2	NM_019108	CCDS33043.2	SMG9
3783	KCNN4	NP_002241.1	NM_002250	CCDS12630.1	KCNN4
284348	LYPD5	NP_001026919.2	NM_001031749	CCDS46096.1	LYPD5
342908	ZNF404	NP_001028891.2	NM_001033719	CCDS59394.1	ZNF404
7596	ZNF45	NP_003416.1	NM_003425	CCDS12632.1	ZNF45
7638	ZNF221	NP_037491.2	NM_013359	CCDS12633.1	ZNF221
7711	ZNF155	XP_005259272.1	PRJNA168;XM_005259215	-	ZNF155
7773	ZNF230	NP_006291.2	NM_006300	CCDS33044.1	ZNF230
7673	ZNF222	NP_001123468.1	NM_001129996	CCDS46098.1	ZNF222
7766	ZNF223	NP_037493.3	NM_013361	CCDS12635.1	ZNF223
342909	ZNF284	NP_001032902.1	NM_001037813	CCDS46099.1	ZNF284
342909	ZNF284	XP_005258916.1	PRJNA168;XM_005258859	-	ZNF284
7767	ZNF224	NP_037530.2	NM_013398	CCDS33046.1	ZNF224
7767	ZNF224	XP_005259278.1	PRJNA168;XM_005259221	-	ZNF224
7768	ZNF225	NP_037494.2	NM_013362	CCDS46100.1	ZNF225
7768	ZNF225	XP_005259279.1	PRJNA168;XM_005259222	-	ZNF225
10780	ZNF234	NP_006621.1	NM_006630	CCDS46101.1	ZNF234
10780	ZNF234	NP_001138296.1	NM_001144824	CCDS46101.1	ZNF234
7769	ZNF226	NP_001027544.1	NM_001032372	CCDS46102.1	ZNF226
7769	ZNF226	NP_001027545.1	NM_001032373	CCDS46102.1	ZNF226
7769	ZNF226	XP_005259281.1	PRJNA168;XM_005259224	-	ZNF226
7769	ZNF226	XP_005259282.1	PRJNA168;XM_005259225	-	ZNF226
7769	ZNF226	XP_005259283.1	PRJNA168;XM_005259226	-	ZNF226
7769	ZNF226	XP_005259284.1	PRJNA168;XM_005259227	-	ZNF226
7769	ZNF226	XP_005259285.1	PRJNA168;XM_005259228	-	ZNF226
7769	ZNF226	XP_005259286.1	PRJNA168;XM_005259229	-	ZNF226
7770	ZNF227	NP_872296.1	NM_182490	CCDS12636.1	ZNF227
7770	ZNF227	XP_005259288.1	PRJNA168;XM_005259231	-	ZNF227
7770	ZNF227	XP_005259289.1	PRJNA168;XM_005259232	-	ZNF227
353355	ZNF233	NP_001193934.1	NM_001207005	CCDS33047.1	ZNF233
353355	ZNF233	NP_861421.2	NM_181756	CCDS33047.1	ZNF233
9310	ZNF235	NP_004225.3	NM_004234	CCDS33048.1	ZNF235
147710	IGSF23	NP_001192209.1	NM_001205280	CCDS54277.1	IGSF23
388551	CEACAM16	NP_001034302.2	NM_001039213	CCDS54278.1	CEACAM16
602	BCL3	NP_005169.2	NM_005178	CCDS12642.2	BCL3
23624	CBLC	NP_036248.3	NM_012116	CCDS12643.1	CBLC
4059	BCAM	NP_005572.2	NM_005581	CCDS12644.1	BCAM
10452	TOMM40	NP_006105.1	NM_006114	CCDS12646.1	TOMM40
10452	TOMM40	NP_001122388.1	NM_001128916	CCDS12646.1	TOMM40
10452	TOMM40	NP_001122389.1	NM_001128917	CCDS12646.1	TOMM40
348	APOE	NP_000032.1	NM_000041	CCDS12647.1	APOE
348	APOE	XP_005258925.1	PRJNA168;XM_005258868	-	APOE
341	APOC1	NP_001636.1	NM_001645	CCDS12648.1	APOC1
341	APOC1	XP_005258912.1	PRJNA168;XM_005258855	-	APOC1
346	APOC4	NP_001637.1	NM_001646	CCDS12649.1	APOC4
344	APOC2	NP_000474.2	NM_000483	CCDS12650.1	APOC2
1209	CLPTM1	NP_001285.1	NM_001294	CCDS12651.1	CLPTM1
5971	RELB	NP_006500.2	NM_006509	CCDS46110.1	RELB
11129	CLASRP	NP_008987.2	NM_007056	CCDS12652.2	CLASRP
162979	ZNF296	NP_660331.1	NM_145288	CCDS12653.1	ZNF296
79760	GEMIN7	NP_078983.1	NM_024707	CCDS12654.1	GEMIN7
79760	GEMIN7	NP_001007270.1	NM_001007269	CCDS12654.1	GEMIN7
79760	GEMIN7	NP_001007271.1	NM_001007270	CCDS12654.1	GEMIN7
79760	GEMIN7	XP_005259319.1	PRJNA168;XM_005259262	-	GEMIN7
79760	GEMIN7	XP_005259320.1	PRJNA168;XM_005259263	-	GEMIN7
79760	GEMIN7	XP_005259321.1	PRJNA168;XM_005259264	-	GEMIN7
284352	PPP1R37	NP_061994.1	NM_019121	CCDS56096.1	PPP1R37
284353	NKPD1	NP_940880.3	NM_198478	-	NKPD1
79090	TRAPPC6A	NP_001257820.1	NM_001270891	CCDS59397.1	TRAPPC6A
388552	BLOC1S3	NP_997715.1	NM_212550	CCDS12656.1	BLOC1S3
57787	MARK4	NP_001186796.1	NM_001199867	CCDS56097.1	MARK4
1158	CKM	NP_001815.2	NM_001824	CCDS12659.1	CKM
147700	KLC3	NP_803136.2	NM_177417	CCDS12660.2	KLC3
147700	KLC3	XP_005258595.1	PRJNA168;XM_005258538	-	KLC3
2068	ERCC2	NP_000391.1	NM_000400	CCDS33049.1	ERCC2
10848	PPP1R13L	NP_006654.2	NM_006663	CCDS33050.1	PPP1R13L
10848	PPP1R13L	NP_001135974.1	NM_001142502	CCDS33050.1	PPP1R13L
10849	CD3EAP	NP_036231.1	NM_012099	CCDS12661.1	POLR1G
2067	ERCC1	NP_001974.1	NM_001983	CCDS12662.1	ERCC1
2354	FOSB	NP_006723.2	NM_006732	CCDS12664.1	FOSB
147699	PPM1N	NP_001073870.1	NM_001080401	CCDS46115.1	PPM1N
7408	VASP	NP_003361.1	NM_003370	CCDS33051.1	VASP
80207	OPA3	NP_079412.1	NM_025136	CCDS12668.1	OPA3
2828	GPR4	NP_005273.1	NM_005282	CCDS12669.1	GPR4
2696	GIPR	NP_000155.1	NM_000164	CCDS12671.1	GIPR
6633	SNRPD2	NP_004588.1	NM_004597	CCDS33053.1	SNRPD2
6633	SNRPD2	XP_005259237.1	PRJNA168;XM_005259180	-	SNRPD2
54814	QPCTL	NP_060129.2	NM_017659	CCDS12672.1	QPCTL
23403	FBXO46	NP_001073938.1	NM_001080469	CCDS46116.1	FBXO46
1762	DMWD	NP_004934.1	NM_004943	CCDS33054.1	DMWD
81492	RSPH6A	NP_110412.1	NM_030785	CCDS12675.1	RSPH6A
8189	SYMPK	NP_004810.2	NM_004819	CCDS12676.2	SYMPK
8189	SYMPK	XP_005259343.1	PRJNA168;XM_005259286	-	SYMPK
8189	SYMPK	XP_005259344.1	PRJNA168;XM_005259287	-	SYMPK
3171	FOXA3	NP_004488.2	NM_004497	CCDS12677.1	FOXA3
26145	IRF2BP1	NP_056464.1	NM_015649	CCDS12678.1	IRF2BP1
339344	MYPOP	NP_001012661.1	NM_001012643	CCDS33055.1	MYPOP
339345	NANOS2	NP_001025032.1	NM_001029861	CCDS33056.1	NANOS2
4858	NOVA2	NP_002507.1	NM_002516	CCDS12679.1	NOVA2
729440	CCDC61	NP_001254652.1	NM_001267723	CCDS46120.2	CCDC61
729440	CCDC61	XP_005259249.1	PRJNA168;XM_005259192	-	CCDC61
8993	PGLYRP1	NP_005082.1	NM_005091	CCDS12680.1	PGLYRP1
444882	IGFL4	NP_001002923.1	NM_001002923	CCDS33057.1	IGFL4
388555	IGFL3	NP_997276.1	NM_207393	CCDS33058.1	IGFL3
147920	IGFL2	NP_001128585.1	NM_001135113	CCDS46121.1	IGFL2
374918	IGFL1	NP_940943.1	NM_198541	CCDS46123.1	IGFL1
5536	PPP5C	NP_006238.1	NM_006247	CCDS12684.1	PPP5C
57469	PNMAL2	NP_065760.1	NM_020709	CCDS59400.1	PNMA8B
808	CALM3	NP_005175.2	NM_005184	CCDS33061.1	CALM3
808	CALM3	XP_005259336.1	PRJNA168;XM_005259279	-	CALM3
5739	PTGIR	NP_000951.1	NM_000960	CCDS12686.1	PTGIR
94235	GNG8	NP_150283.1	NM_033258	CCDS12687.1	GNG8
147906	DACT3	NP_659493.2	NM_145056	CCDS12688.2	DACT3
25865	PRKD2	NP_001073349.1	NM_001079880	CCDS12689.1	PRKD2
25865	PRKD2	NP_057541.2	NM_016457	CCDS12689.1	PRKD2
25865	PRKD2	NP_001073350.1	NM_001079881	CCDS12689.1	PRKD2
29888	STRN4	NP_037535.2	NM_013403	CCDS12690.1	STRN4
79147	FKRP	NP_077277.1	NM_024301	CCDS12691.1	FKRP
79147	FKRP	NP_001034974.1	NM_001039885	CCDS12691.1	FKRP
79147	FKRP	XP_005259303.1	PRJNA168;XM_005259246	-	FKRP
79147	FKRP	XP_005259304.1	PRJNA168;XM_005259247	-	FKRP
79147	FKRP	XP_005259305.1	PRJNA168;XM_005259248	-	FKRP
79147	FKRP	XP_005259306.1	PRJNA168;XM_005259249	-	FKRP
79147	FKRP	XP_005259307.1	PRJNA168;XM_005259250	-	FKRP
79147	FKRP	XP_005259308.1	PRJNA168;XM_005259251	-	FKRP
79147	FKRP	XP_005259309.1	PRJNA168;XM_005259252	-	FKRP
6510	SLC1A5	NP_005619.1	NM_005628	CCDS12692.1	SLC1A5
1175	AP2S1	NP_004060.2	NM_004069	CCDS33062.1	AP2S1
2909	ARHGAP35	NP_004482.4	NM_004491	CCDS46127.1	ARHGAP35
4861	NPAS1	NP_002508.2	NM_002517	CCDS12694.1	NPAS1
4861	NPAS1	XP_005259017.1	PRJNA168;XM_005258960	-	NPAS1
54958	TMEM160	NP_060324.1	NM_017854	CCDS12695.1	TMEM160
23211	ZC3H4	NP_055983.1	NM_015168	CCDS42582.1	ZC3H4
10055	SAE1	NP_005491.1	NM_005500	CCDS12696.1	SAE1
27113	BBC3	NP_055232.1	NM_014417	CCDS12697.1	BBC3
27113	BBC3	XP_005258797.1	PRJNA168;XM_005258740	-	BBC3
26093	CCDC9	NP_056418.1	NM_015603	CCDS12698.1	CCDC9
255783	PRR24	NP_848606.3	NM_178511	CCDS46131.1	INAFM1
27202	C5AR2	NP_060955.1	NM_018485	CCDS12699.1	C5AR2
27202	C5AR2	NP_001258678.1	NM_001271749	-	C5AR2
27202	C5AR2	NP_001258679.1	NM_001271750	-	C5AR2
9704	DHX34	NP_055496.2	NM_014681	CCDS12700.1	DHX34
9704	DHX34	XP_005259500.1	PRJNA168;XM_005259443	-	DHX34
56917	MEIS3	XP_005259143.1	PRJNA168;XM_005259086	-	MEIS3
6543	SLC8A2	NP_055878.1	NM_015063	CCDS33065.1	SLC8A2
11133	KPTN	NP_008990.2	NM_007059	CCDS42583.1	KPTN
8775	NAPA	NP_003818.2	NM_003827	CCDS12702.1	NAPA
84215	ZNF541	NP_001264004.1	NM_001277075	CCDS46133.1	ZNF541
84215	ZNF541	XP_005259368.1	PRJNA168;XM_005259311	-	ZNF541
29998	GLTSCR1	NP_056526.3	NM_015711	CCDS46134.1	BICRA
29998	GLTSCR1	XP_005258890.1	PRJNA168;XM_005258833	-	BICRA
30846	EHD2	NP_055416.2	NM_014601	CCDS12704.1	EHD2
30846	EHD2	XP_005258893.1	PRJNA168;XM_005258836	-	EHD2
29997	GLTSCR2	NP_056525.2	NM_015710	CCDS12705.1	NOP53
6415	SEPW1	NP_003000.1	NM_003009	CCDS59402.1	SELENOW
1406	CRX	NP_000545.1	NM_000554	CCDS12706.1	CRX
6822	SULT2A1	NP_003158.2	NM_003167	CCDS12707.1	SULT2A1
100131137	BSPH1	NP_001121798.1	NM_001128326	CCDS46135.1	BSPH1
64100	ELSPBP1	NP_071425.3	NM_022142	CCDS12708.1	ELSPBP1
56344	CABP5	NP_062829.1	NM_019855	CCDS12709.1	CABP5
8605	PLA2G4C	NP_003697.2	NM_003706	CCDS12710.1	PLA2G4C
3978	LIG1	NP_000225.1	NM_000234	CCDS12711.1	LIG1
3978	LIG1	XP_005258990.1	PRJNA168;XM_005258933	-	LIG1
374920	C19orf68	XP_001713822.3	PRJNA168;XM_001713770	-	ZSWIM9
163071	ZNF114	NP_705836.1	NM_153608	CCDS12713.1	ZNF114
163071	ZNF114	XP_005258636.1	PRJNA168;XM_005258579	-	ZNF114
2014	EMP3	NP_001416.1	NM_001425	CCDS12715.1	EMP3
55260	TMEM143	NP_060743.2	NM_018273	CCDS12716.1	TMEM143
23546	SYNGR4	NP_036583.2	NM_012451	CCDS12717.1	SYNGR4
23546	SYNGR4	XP_005258750.1	PRJNA168;XM_005258693	-	SYNGR4
23546	SYNGR4	XP_005258751.1	PRJNA168;XM_005258694	-	SYNGR4
10945	KDELR1	NP_006792.1	NM_006801	CCDS12718.1	KDELR1
2906	GRIN2D	NP_000827.2	NM_000836	CCDS12719.1	GRIN2D
